model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Brand
5 Series,2018,36162,Semi-Auto,9270,Petrol,145,39.2,3.0,Bmw
1 Series,2015,11295,Automatic,27054,Diesel,20,72.4,1.5,Bmw
2 Series,2019,23872,Semi-Auto,1105,Diesel,145,52.3,2.0,Bmw
2 Series,2019,23242,Manual,10,Petrol,145,52.3,1.5,Bmw
2 Series,2019,22753,Semi-Auto,8020,Diesel,145,65.7,2.0,Bmw
2 Series,2019,23722,Semi-Auto,123,Diesel,145,49.6,2.0,Bmw
1 Series,2019,29450,Semi-Auto,3743,Petrol,145,34.5,2.0,Bmw
1 Series,2019,20172,Semi-Auto,5500,Petrol,145,54.3,1.5,Bmw
2 Series,2017,18490,Semi-Auto,14440,Diesel,145,64.2,2.0,Bmw
1 Series,2018,15495,Manual,7950,Petrol,145,37.7,1.5,Bmw
2 Series,2016,14995,Semi-Auto,56010,Diesel,125,57.6,2.0,Bmw
5 Series,2018,25995,Semi-Auto,15255,Hybrid,135,156.9,2.0,Bmw
1 Series,2017,14650,Manual,12616,Diesel,30,65.7,2.0,Bmw
2 Series,2016,16110,Semi-Auto,28280,Petrol,125,53.3,1.5,Bmw
1 Series,2016,14652,Manual,9461,Diesel,20,70.6,1.5,Bmw
5 Series,2017,22490,Semi-Auto,36549,Diesel,30,65.7,2.0,Bmw
5 Series,2017,21790,Automatic,27744,Diesel,145,60.1,2.0,Bmw
2 Series,2019,21990,Automatic,8351,Hybrid,135,148.7,1.5,Bmw
2 Series,2019,22450,Automatic,11275,Hybrid,135,148.7,1.5,Bmw
2 Series,2019,19490,Automatic,5809,Diesel,145,51.4,2.0,Bmw
1 Series,2019,22890,Semi-Auto,1581,Diesel,145,74.3,2.0,Bmw
1 Series,2019,21990,Semi-Auto,1540,Diesel,145,78.5,1.5,Bmw
2 Series,2016,12950,Manual,36633,Diesel,20,74.3,1.5,Bmw
2 Series,2016,16990,Semi-Auto,27589,Diesel,30,62.8,2.0,Bmw
2 Series,2019,25950,Automatic,5000,Diesel,145,48.7,2.0,Bmw
1 Series,2018,22995,Semi-Auto,12537,Petrol,145,39.8,3.0,Bmw
5 Series,2014,14790,Semi-Auto,40715,Diesel,30,62.8,2.0,Bmw
2 Series,2017,21890,Semi-Auto,25223,Petrol,200,39.8,3.0,Bmw
7 Series,2017,33990,Semi-Auto,28998,Petrol,300,35.3,4.4,Bmw
2 Series,2020,28995,Semi-Auto,5,Diesel,145,67.3,2.0,Bmw
5 Series,2017,22490,Semi-Auto,26002,Diesel,145,68.9,2.0,Bmw
2 Series,2020,28490,Semi-Auto,5,Petrol,145,50.4,2.0,Bmw
1 Series,2020,32990,Semi-Auto,6870,Diesel,145,48.7,2.0,Bmw
2 Series,2019,29990,Automatic,6300,Hybrid,135,113.0,1.5,Bmw
1 Series,2019,33990,Automatic,9599,Petrol,145,34.5,2.0,Bmw
1 Series,2019,31990,Automatic,4920,Petrol,145,34.5,2.0,Bmw
1 Series,2017,16790,Manual,15468,Petrol,145,46.3,2.0,Bmw
1 Series,2020,32995,Semi-Auto,5,Diesel,145,48.7,2.0,Bmw
2 Series,2016,13522,Manual,53207,Diesel,20,68.9,1.5,Bmw
2 Series,2019,19870,Manual,123,Petrol,145,42.8,1.5,Bmw
2 Series,2017,14690,Semi-Auto,24997,Diesel,20,68.9,2.0,Bmw
1 Series,2015,10690,Manual,61676,Diesel,20,70.6,2.0,Bmw
1 Series,2019,22890,Manual,5463,Petrol,150,41.5,1.5,Bmw
1 Series,2019,22890,Manual,5842,Petrol,150,41.5,1.5,Bmw
1 Series,2019,22890,Manual,11506,Petrol,150,41.5,1.5,Bmw
1 Series,2019,22500,Manual,7781,Petrol,150,41.5,1.5,Bmw
5 Series,2020,30995,Semi-Auto,999,Hybrid,145,49.6,2.0,Bmw
2 Series,2020,27500,Semi-Auto,1086,Petrol,150,42.2,1.5,Bmw
1 Series,2019,20750,Manual,4619,Petrol,150,44.1,1.5,Bmw
2 Series,2020,19500,Automatic,5746,Petrol,150,42.2,1.5,Bmw
1 Series,2016,14250,Manual,18372,Petrol,125,52.3,1.5,Bmw
1 Series,2017,13888,Manual,40014,Diesel,20,70.6,1.5,Bmw
5 Series,2019,34888,Automatic,948,Diesel,145,55.4,2.0,Bmw
1 Series,2019,28888,Automatic,999,Diesel,145,48.7,2.0,Bmw
2 Series,2016,11495,Manual,26883,Petrol,125,52.3,1.5,Bmw
6 Series,2016,22990,Semi-Auto,21654,Diesel,200,49.6,3.0,Bmw
1 Series,2016,11725,Manual,32000,Diesel,20,72.4,1.5,Bmw
2 Series,2016,10400,Manual,72890,Petrol,125,53.3,1.5,Bmw
1 Series,2019,25990,Semi-Auto,6596,Diesel,150,51.4,2.0,Bmw
1 Series,2017,15888,Automatic,20890,Diesel,145,68.9,2.0,Bmw
1 Series,2017,19000,Semi-Auto,42657,Petrol,200,39.8,3.0,Bmw
2 Series,2017,16250,Semi-Auto,23374,Diesel,150,65.7,2.0,Bmw
1 Series,2019,17888,Automatic,999,Petrol,145,55.5,1.5,Bmw
2 Series,2020,34000,Semi-Auto,2986,Petrol,145,36.2,2.0,Bmw
5 Series,2017,25000,Automatic,18677,Diesel,145,60.1,3.0,Bmw
5 Series,2019,30500,Semi-Auto,8993,Hybrid,135,156.9,2.0,Bmw
5 Series,2015,13686,Automatic,77715,Diesel,160,52.3,3.0,Bmw
2 Series,2018,20952,Semi-Auto,42912,Petrol,150,47.9,2.0,Bmw
1 Series,2019,20750,Manual,5692,Petrol,145,44.1,1.5,Bmw
5 Series,2019,36500,Semi-Auto,1475,Petrol,150,39.2,3.0,Bmw
1 Series,2019,20750,Manual,5225,Petrol,150,44.1,1.5,Bmw
1 Series,2019,20750,Manual,6860,Petrol,150,44.1,1.5,Bmw
1 Series,2020,27840,Semi-Auto,150,Diesel,145,51.4,2.0,Bmw
2 Series,2020,36840,Semi-Auto,2422,Petrol,145,36.2,2.0,Bmw
1 Series,2013,10991,Semi-Auto,46439,Petrol,150,48.7,1.6,Bmw
1 Series,2019,30420,Semi-Auto,10159,Petrol,145,34.5,2.0,Bmw
1 Series,2017,14500,Manual,13681,Diesel,150,65.7,2.0,Bmw
2 Series,2019,19495,Manual,4824,Petrol,150,52.3,1.5,Bmw
2 Series,2019,19495,Manual,7937,Petrol,150,54.3,1.5,Bmw
2 Series,2019,28630,Semi-Auto,2564,Diesel,145,67.3,2.0,Bmw
1 Series,2014,10462,Manual,29260,Petrol,145,50.4,1.6,Bmw
1 Series,2016,14881,Manual,42452,Diesel,30,62.8,2.0,Bmw
1 Series,2019,22890,Manual,10927,Petrol,150,41.5,1.5,Bmw
5 Series,2015,15499,Semi-Auto,43013,Diesel,30,62.8,2.0,Bmw
5 Series,2017,23941,Semi-Auto,23095,Diesel,125,60.1,2.0,Bmw
2 Series,2015,18012,Semi-Auto,13642,Diesel,125,57.6,2.0,Bmw
2 Series,2015,13881,Manual,25283,Petrol,150,47.9,2.0,Bmw
2 Series,2019,21876,Automatic,7910,Diesel,145,64.2,2.0,Bmw
2 Series,2019,24690,Semi-Auto,7338,Petrol,150,47.9,2.0,Bmw
2 Series,2016,17965,Semi-Auto,20379,Diesel,125,60.1,2.0,Bmw
5 Series,2019,32600,Semi-Auto,8260,Hybrid,140,156.9,2.0,Bmw
1 Series,2019,16555,Manual,9451,Diesel,145,68.9,2.0,Bmw
1 Series,2019,18999,Automatic,1000,Diesel,145,70.6,2.0,Bmw
1 Series,2017,14445,Automatic,21500,Diesel,145,72.4,1.5,Bmw
1 Series,2016,15500,Semi-Auto,37753,Diesel,20,67.3,2.0,Bmw
5 Series,2017,26000,Semi-Auto,43533,Diesel,150,53.3,3.0,Bmw
5 Series,2018,24999,Semi-Auto,17371,Diesel,145,62.8,2.0,Bmw
5 Series,2019,28999,Automatic,13000,Petrol,145,47.9,2.0,Bmw
2 Series,2019,20860,Manual,5684,Petrol,145,42.8,1.5,Bmw
2 Series,2019,20850,Manual,3993,Petrol,145,42.8,1.5,Bmw
2 Series,2019,23150,Semi-Auto,5035,Diesel,145,49.6,2.0,Bmw
2 Series,2019,20950,Manual,2178,Diesel,145,51.4,2.0,Bmw
2 Series,2019,27995,Automatic,110,Diesel,145,64.2,2.0,Bmw
5 Series,2019,26888,Automatic,8070,Diesel,145,65.7,2.0,Bmw
2 Series,2019,20555,Automatic,9736,Petrol,145,50.4,2.0,Bmw
2 Series,2019,20999,Automatic,37,Petrol,145,47.9,2.0,Bmw
5 Series,2019,29999,Automatic,3936,Petrol,145,47.9,2.0,Bmw
2 Series,2019,20999,Semi-Auto,4923,Petrol,145,47.9,2.0,Bmw
2 Series,2019,27995,Automatic,99,Diesel,145,47.1,2.0,Bmw
5 Series,2019,29995,Automatic,1000,Petrol,145,50.4,2.0,Bmw
7 Series,2016,33995,Semi-Auto,15143,Diesel,160,52.3,3.0,Bmw
5 Series,2020,29990,Semi-Auto,12,Hybrid,150,62.8,2.0,Bmw
5 Series,2019,33444,Semi-Auto,4118,Petrol,145,46.3,2.0,Bmw
2 Series,2019,20999,Manual,4524,Petrol,145,57.6,1.5,Bmw
1 Series,2019,21999,Semi-Auto,2040,Petrol,145,43.5,1.5,Bmw
1 Series,2019,25999,Semi-Auto,575,Diesel,145,62.8,2.0,Bmw
1 Series,2019,22222,Manual,397,Petrol,145,44.1,1.5,Bmw
2 Series,2018,18999,Automatic,254,Petrol,145,38.2,2.0,Bmw
5 Series,2015,16750,Semi-Auto,27563,Petrol,160,46.3,2.0,Bmw
6 Series,2017,27000,Automatic,17942,Petrol,145,32.1,4.4,Bmw
2 Series,2016,16995,Semi-Auto,37573,Diesel,145,55.4,2.0,Bmw
1 Series,2013,9995,Manual,33731,Diesel,20,68.9,2.0,Bmw
1 Series,2019,21999,Semi-Auto,1591,Petrol,145,43.5,1.5,Bmw
7 Series,2019,46999,Semi-Auto,10504,Petrol,145,34.5,3.0,Bmw
1 Series,2015,12295,Semi-Auto,56000,Diesel,20,67.3,2.0,Bmw
1 Series,2016,13908,Semi-Auto,13708,Diesel,20,68.9,1.5,Bmw
5 Series,2018,27500,Semi-Auto,3627,Hybrid,135,156.9,2.0,Bmw
7 Series,2017,34000,Semi-Auto,34024,Hybrid,0,128.4,2.0,Bmw
2 Series,2020,19500,Automatic,4330,Petrol,145,42.2,1.5,Bmw
2 Series,2020,22000,Automatic,5436,Diesel,145,67.3,2.0,Bmw
2 Series,2020,19500,Automatic,3622,Petrol,145,42.2,1.5,Bmw
5 Series,2019,29555,Automatic,15094,Diesel,145,65.7,2.0,Bmw
5 Series,2019,34500,Automatic,99,Hybrid,135,156.9,2.0,Bmw
1 Series,2019,19999,Semi-Auto,6386,Petrol,145,47.9,2.0,Bmw
1 Series,2019,28500,Semi-Auto,9058,Diesel,150,51.4,2.0,Bmw
2 Series,2019,18995,Semi-Auto,8157,Petrol,150,40.9,1.5,Bmw
1 Series,2014,9799,Manual,46000,Petrol,145,50.4,1.6,Bmw
1 Series,2017,19950,Semi-Auto,30173,Petrol,205,39.8,3.0,Bmw
2 Series,2017,17110,Semi-Auto,34032,Diesel,145,65.7,2.0,Bmw
5 Series,2019,27990,Automatic,14541,Diesel,145,65.7,2.0,Bmw
1 Series,2019,25999,Semi-Auto,1356,Diesel,145,50.4,2.0,Bmw
1 Series,2016,13500,Automatic,34144,Diesel,20,68.9,1.5,Bmw
1 Series,2013,9995,Manual,59995,Diesel,30,62.8,2.0,Bmw
2 Series,2018,17745,Semi-Auto,17771,Diesel,150,62.8,2.0,Bmw
5 Series,2017,28735,Semi-Auto,21638,Diesel,150,53.3,3.0,Bmw
1 Series,2017,13888,Manual,15512,Petrol,150,53.3,1.5,Bmw
2 Series,2017,17990,Semi-Auto,30488,Diesel,145,55.4,2.0,Bmw
1 Series,2018,12200,Semi-Auto,45648,Diesel,150,72.4,1.5,Bmw
2 Series,2019,25480,Automatic,10,Hybrid,135,113.0,1.5,Bmw
2 Series,2017,18990,Semi-Auto,20000,Petrol,150,50.4,1.5,Bmw
1 Series,2017,14990,Semi-Auto,26525,Petrol,150,55.5,1.5,Bmw
1 Series,2019,23990,Manual,10,Petrol,145,44.1,1.5,Bmw
2 Series,2019,20990,Semi-Auto,2139,Petrol,145,53.3,1.5,Bmw
5 Series,2017,25990,Semi-Auto,48883,Diesel,145,53.3,3.0,Bmw
5 Series,2017,21790,Semi-Auto,24794,Diesel,30,65.7,2.0,Bmw
5 Series,2015,18495,Semi-Auto,36200,Diesel,160,50.4,3.0,Bmw
1 Series,2013,9995,Manual,56369,Diesel,125,58.9,2.0,Bmw
1 Series,2017,13995,Manual,22119,Diesel,150,68.9,2.0,Bmw
5 Series,2013,10000,Semi-Auto,87457,Diesel,145,56.5,2.0,Bmw
1 Series,2020,31990,Semi-Auto,3150,Petrol,150,34.5,2.0,Bmw
2 Series,2015,17490,Semi-Auto,36000,Petrol,265,37.2,3.0,Bmw
1 Series,2016,13800,Automatic,11510,Diesel,20,70.6,2.0,Bmw
5 Series,2019,30500,Semi-Auto,7536,Petrol,145,46.3,2.0,Bmw
5 Series,2017,23990,Semi-Auto,29283,Diesel,125,60.1,2.0,Bmw
5 Series,2017,22490,Semi-Auto,32466,Diesel,145,60.1,2.0,Bmw
5 Series,2016,16490,Semi-Auto,26037,Diesel,20,68.9,2.0,Bmw
6 Series,2018,28990,Semi-Auto,10250,Diesel,145,49.6,3.0,Bmw
1 Series,2019,18990,Semi-Auto,10746,Diesel,145,67.3,2.0,Bmw
2 Series,2020,23990,Semi-Auto,9,Petrol,145,47.9,2.0,Bmw
1 Series,2017,16000,Semi-Auto,45580,Diesel,125,61.4,2.0,Bmw
2 Series,2019,19543,Manual,1996,Petrol,145,42.8,1.5,Bmw
5 Series,2018,34502,Automatic,13641,Diesel,145,51.4,3.0,Bmw
2 Series,2019,20512,Semi-Auto,9114,Petrol,145,50.4,1.5,Bmw
2 Series,2018,20981,Manual,15674,Petrol,150,47.1,1.5,Bmw
1 Series,2017,15981,Manual,44426,Petrol,150,52.3,1.5,Bmw
5 Series,2015,17500,Manual,26355,Diesel,160,52.3,2.0,Bmw
5 Series,2019,27500,Semi-Auto,4207,Petrol,150,36.2,2.0,Bmw
1 Series,2016,18402,Manual,23139,Petrol,300,35.3,3.0,Bmw
5 Series,2017,20995,Semi-Auto,23116,Diesel,30,62.8,2.0,Bmw
2 Series,2017,16962,Semi-Auto,25252,Petrol,145,51.4,1.5,Bmw
2 Series,2019,26991,Manual,2715,Diesel,145,61.4,2.0,Bmw
1 Series,2019,18380,Automatic,16899,Petrol,145,54.3,1.5,Bmw
2 Series,2019,23230,Semi-Auto,6932,Petrol,145,50.4,2.0,Bmw
5 Series,2019,27500,Semi-Auto,7095,Petrol,150,50.4,2.0,Bmw
1 Series,2016,12000,Manual,30302,Diesel,20,68.9,2.0,Bmw
1 Series,2019,22500,Semi-Auto,7188,Diesel,145,68.9,1.5,Bmw
2 Series,2017,15952,Manual,17146,Petrol,145,55.4,1.5,Bmw
1 Series,2015,17962,Semi-Auto,36510,Petrol,235,37.7,3.0,Bmw
2 Series,2019,23810,Automatic,151,Diesel,145,49.6,2.0,Bmw
2 Series,2019,19870,Manual,151,Petrol,145,42.8,1.5,Bmw
1 Series,2019,21340,Automatic,4761,Petrol,145,42.8,1.5,Bmw
2 Series,2019,24230,Semi-Auto,4301,Petrol,145,48.7,2.0,Bmw
1 Series,2019,22890,Manual,5397,Petrol,145,41.5,1.5,Bmw
2 Series,2019,21980,Manual,5587,Petrol,145,52.3,1.5,Bmw
5 Series,2019,28200,Automatic,7399,Petrol,145,50.4,2.0,Bmw
1 Series,2019,30160,Automatic,7890,Petrol,145,34.5,2.0,Bmw
1 Series,2019,22280,Manual,4710,Petrol,145,41.5,1.5,Bmw
2 Series,2019,26496,Automatic,10843,Petrol,145,39.8,3.0,Bmw
1 Series,2019,25500,Semi-Auto,4171,Petrol,150,39.8,3.0,Bmw
2 Series,2017,16999,Semi-Auto,5000,Petrol,125,53.3,1.5,Bmw
1 Series,2019,22750,Manual,8543,Diesel,145,70.6,1.5,Bmw
1 Series,2019,22750,Manual,9345,Diesel,145,65.7,2.0,Bmw
2 Series,2015,14750,Semi-Auto,16073,Diesel,125,61.4,2.0,Bmw
5 Series,2016,15495,Semi-Auto,26109,Diesel,30,65.7,2.0,Bmw
5 Series,2015,11950,Semi-Auto,71766,Diesel,30,62.8,2.0,Bmw
2 Series,2016,12347,Manual,24460,Diesel,30,65.7,2.0,Bmw
1 Series,2017,15000,Manual,39838,Diesel,145,62.8,2.0,Bmw
5 Series,2019,36499,Semi-Auto,5000,Hybrid,135,156.9,2.0,Bmw
1 Series,2016,13850,Semi-Auto,37398,Diesel,20,67.3,2.0,Bmw
2 Series,2017,14340,Semi-Auto,20185,Petrol,150,50.4,1.5,Bmw
6 Series,2016,20610,Automatic,47148,Diesel,200,49.6,3.0,Bmw
1 Series,2017,20750,Semi-Auto,18635,Petrol,200,39.8,3.0,Bmw
2 Series,2018,23750,Semi-Auto,16512,Petrol,145,39.8,3.0,Bmw
1 Series,2019,23995,Semi-Auto,1491,Petrol,145,43.5,1.5,Bmw
1 Series,2019,22995,Manual,1569,Diesel,145,70.6,2.0,Bmw
6 Series,2019,31999,Semi-Auto,3035,Diesel,150,44.1,2.0,Bmw
2 Series,2020,29999,Semi-Auto,5000,Diesel,145,48.7,2.0,Bmw
2 Series,2019,22999,Semi-Auto,5713,Petrol,145,50.4,1.5,Bmw
2 Series,2017,14990,Automatic,17000,Petrol,125,48.7,2.0,Bmw
7 Series,2019,46990,Semi-Auto,7515,Diesel,150,42.2,3.0,Bmw
2 Series,2019,23999,Semi-Auto,5000,Petrol,145,40.9,1.5,Bmw
5 Series,2019,37995,Semi-Auto,2723,Diesel,145,53.3,3.0,Bmw
2 Series,2020,22999,Semi-Auto,5000,Petrol,145,50.4,1.5,Bmw
2 Series,2017,18490,Automatic,12941,Hybrid,0,141.2,1.5,Bmw
1 Series,2016,11990,Manual,33779,Diesel,20,68.9,2.0,Bmw
6 Series,2017,23990,Semi-Auto,25975,Diesel,160,51.4,3.0,Bmw
2 Series,2016,17490,Semi-Auto,27484,Diesel,125,60.1,2.0,Bmw
1 Series,2019,16450,Manual,7169,Diesel,145,72.4,1.5,Bmw
2 Series,2020,29500,Semi-Auto,10,Petrol,145,39.8,3.0,Bmw
1 Series,2019,19895,Manual,6181,Petrol,145,52.3,1.5,Bmw
2 Series,2019,22999,Semi-Auto,3880,Petrol,145,47.9,2.0,Bmw
2 Series,2019,18500,Manual,7367,Petrol,145,40.4,1.5,Bmw
2 Series,2019,21450,Automatic,7044,Hybrid,135,148.7,1.5,Bmw
2 Series,2017,24500,Semi-Auto,11901,Petrol,145,39.8,3.0,Bmw
2 Series,2016,14500,Semi-Auto,20193,Diesel,125,57.6,2.0,Bmw
1 Series,2017,20995,Semi-Auto,22000,Petrol,150,39.8,3.0,Bmw
2 Series,2019,21250,Automatic,13186,Hybrid,135,148.7,1.5,Bmw
2 Series,2019,21785,Automatic,10218,Hybrid,135,148.7,1.5,Bmw
5 Series,2019,32000,Semi-Auto,8827,Hybrid,135,156.9,2.0,Bmw
2 Series,2019,21450,Automatic,9181,Hybrid,135,148.7,1.5,Bmw
1 Series,2018,25995,Semi-Auto,15897,Petrol,150,32.5,3.0,Bmw
2 Series,2019,24999,Semi-Auto,5208,Petrol,145,47.9,2.0,Bmw
1 Series,2018,23499,Semi-Auto,12087,Petrol,145,39.8,3.0,Bmw
2 Series,2019,24444,Semi-Auto,3550,Diesel,145,64.2,2.0,Bmw
5 Series,2015,17999,Semi-Auto,38695,Diesel,145,53.3,3.0,Bmw
2 Series,2019,23999,Semi-Auto,5000,Petrol,145,40.9,1.5,Bmw
2 Series,2019,28995,Semi-Auto,5721,Petrol,145,38.2,3.0,Bmw
5 Series,2019,30000,Automatic,6000,Diesel,145,60.1,2.0,Bmw
5 Series,2019,30000,Automatic,6000,Petrol,145,46.3,2.0,Bmw
5 Series,2016,20000,Semi-Auto,46367,Diesel,165,50.4,3.0,Bmw
1 Series,2016,17000,Semi-Auto,21000,Diesel,125,61.4,2.0,Bmw
5 Series,2020,34999,Semi-Auto,5000,Hybrid,150,49.6,2.0,Bmw
2 Series,2016,17000,Semi-Auto,22783,Diesel,30,62.8,2.0,Bmw
5 Series,2020,29000,Semi-Auto,9,Petrol,150,50.4,2.0,Bmw
2 Series,2017,14999,Semi-Auto,19760,Diesel,150,68.9,2.0,Bmw
2 Series,2017,22152,Semi-Auto,27169,Petrol,200,39.8,3.0,Bmw
7 Series,2019,48912,Semi-Auto,6516,Diesel,150,44.8,3.0,Bmw
1 Series,2019,22895,Manual,5000,Petrol,145,41.5,1.5,Bmw
1 Series,2017,15792,Semi-Auto,8789,Petrol,30,55.5,1.5,Bmw
2 Series,2019,24352,Semi-Auto,6052,Petrol,150,47.9,2.0,Bmw
1 Series,2019,19812,Semi-Auto,7233,Diesel,150,68.9,1.5,Bmw
6 Series,2019,32785,Semi-Auto,6081,Diesel,150,42.2,2.0,Bmw
7 Series,2020,52999,Semi-Auto,5000,Diesel,145,42.2,3.0,Bmw
5 Series,2019,34995,Semi-Auto,7450,Hybrid,135,156.9,2.0,Bmw
2 Series,2019,26910,Automatic,1250,Diesel,145,65.7,2.0,Bmw
5 Series,2019,31460,Automatic,1200,Diesel,145,62.8,2.0,Bmw
1 Series,2016,15722,Semi-Auto,14871,Diesel,20,67.3,2.0,Bmw
2 Series,2019,25995,Semi-Auto,2348,Diesel,145,64.2,2.0,Bmw
1 Series,2019,30200,Automatic,7312,Petrol,145,34.5,2.0,Bmw
1 Series,2015,13442,Semi-Auto,15200,Diesel,0,78.5,1.5,Bmw
2 Series,2019,21450,Automatic,8702,Hybrid,135,148.7,1.5,Bmw
5 Series,2019,29999,Semi-Auto,10373,Diesel,150,65.7,2.0,Bmw
1 Series,2018,23999,Semi-Auto,17493,Petrol,150,39.8,3.0,Bmw
1 Series,2016,12895,Manual,14354,Diesel,0,78.5,1.5,Bmw
5 Series,2019,25551,Semi-Auto,7143,Petrol,150,50.4,2.0,Bmw
5 Series,2019,29441,Semi-Auto,9631,Petrol,150,36.2,2.0,Bmw
2 Series,2019,21450,Automatic,8085,Hybrid,135,148.7,1.5,Bmw
5 Series,2016,18990,Semi-Auto,19418,Petrol,145,47.1,2.0,Bmw
1 Series,2019,31771,Semi-Auto,1954,Diesel,145,48.7,2.0,Bmw
1 Series,2019,24762,Semi-Auto,2487,Diesel,145,70.6,2.0,Bmw
1 Series,2017,16722,Semi-Auto,9063,Petrol,145,55.5,1.5,Bmw
5 Series,2019,26771,Semi-Auto,6260,Petrol,150,50.4,2.0,Bmw
1 Series,2020,24551,Semi-Auto,11512,Petrol,150,40.4,1.5,Bmw
5 Series,2019,27551,Semi-Auto,5838,Petrol,150,50.4,2.0,Bmw
5 Series,2017,22312,Automatic,16403,Diesel,145,65.7,2.0,Bmw
2 Series,2016,12032,Manual,26884,Petrol,30,55.4,1.5,Bmw
5 Series,2016,18496,Semi-Auto,8392,Petrol,200,43.5,2.0,Bmw
1 Series,2019,25290,Automatic,5511,Petrol,145,40.4,1.5,Bmw
5 Series,2019,30000,Semi-Auto,1678,Petrol,145,50.4,2.0,Bmw
2 Series,2019,26990,Automatic,4428,Petrol,145,50.4,1.5,Bmw
2 Series,2019,20460,Manual,1250,Diesel,145,51.4,2.0,Bmw
2 Series,2018,26441,Semi-Auto,2772,Petrol,145,32.5,3.0,Bmw
5 Series,2019,29982,Semi-Auto,3635,Petrol,145,47.9,2.0,Bmw
5 Series,2019,27802,Semi-Auto,6891,Diesel,145,65.7,2.0,Bmw
5 Series,2019,32102,Semi-Auto,11878,Diesel,145,60.1,3.0,Bmw
5 Series,2014,14662,Semi-Auto,59317,Diesel,30,62.8,2.0,Bmw
2 Series,2019,24160,Semi-Auto,2404,Diesel,145,65.7,2.0,Bmw
2 Series,2019,19943,Manual,110,Petrol,145,42.8,1.5,Bmw
2 Series,2019,19776,Manual,110,Petrol,145,42.8,1.5,Bmw
2 Series,2019,23870,Semi-Auto,2513,Diesel,145,49.6,2.0,Bmw
1 Series,2019,25490,Semi-Auto,2510,Diesel,145,51.4,2.0,Bmw
5 Series,2019,27840,Semi-Auto,3829,Petrol,145,50.4,2.0,Bmw
2 Series,2019,24515,Semi-Auto,2501,Petrol,145,50.4,2.0,Bmw
1 Series,2019,20216,Automatic,7935,Diesel,145,65.7,2.0,Bmw
5 Series,2017,26262,Automatic,41074,Diesel,145,53.3,3.0,Bmw
6 Series,2019,39146,Automatic,35,Petrol,145,29.1,3.0,Bmw
2 Series,2019,22991,Semi-Auto,7755,Diesel,150,65.7,2.0,Bmw
2 Series,2019,26806,Semi-Auto,15,Petrol,145,47.9,2.0,Bmw
2 Series,2019,25404,Semi-Auto,111,Diesel,145,65.7,2.0,Bmw
1 Series,2016,14802,Semi-Auto,26804,Diesel,20,68.9,1.5,Bmw
2 Series,2019,22594,Semi-Auto,8410,Diesel,145,48.7,2.0,Bmw
2 Series,2019,24012,Semi-Auto,5000,Diesel,145,49.6,2.0,Bmw
2 Series,2019,23441,Semi-Auto,8683,Petrol,150,47.9,2.0,Bmw
5 Series,2019,37376,Automatic,3348,Diesel,145,51.4,3.0,Bmw
1 Series,2019,21145,Semi-Auto,6776,Petrol,145,47.9,2.0,Bmw
2 Series,2019,23074,Semi-Auto,28,Petrol,145,50.4,1.5,Bmw
2 Series,2019,22305,Semi-Auto,7978,Petrol,145,47.9,2.0,Bmw
2 Series,2019,23806,Semi-Auto,8257,Petrol,145,47.9,2.0,Bmw
2 Series,2019,24356,Automatic,7566,Petrol,145,47.9,2.0,Bmw
2 Series,2019,24494,Semi-Auto,5499,Petrol,145,47.9,2.0,Bmw
2 Series,2019,22406,Automatic,7899,Petrol,145,47.9,2.0,Bmw
2 Series,2016,19995,Semi-Auto,15422,Petrol,205,43.5,2.0,Bmw
2 Series,2019,23246,Semi-Auto,6139,Petrol,145,47.9,2.0,Bmw
5 Series,2020,35995,Semi-Auto,1000,Petrol,145,46.3,2.0,Bmw
2 Series,2019,21274,Semi-Auto,9792,Petrol,145,38.7,1.5,Bmw
2 Series,2019,21376,Automatic,8005,Petrol,145,38.7,1.5,Bmw
2 Series,2019,25466,Automatic,6179,Diesel,145,46.3,2.0,Bmw
5 Series,2019,28495,Automatic,677,Petrol,145,50.4,2.0,Bmw
5 Series,2016,18672,Semi-Auto,25458,Diesel,145,55.4,3.0,Bmw
1 Series,2020,11995,Semi-Auto,10,Petrol,150,34.5,2.0,Bmw
1 Series,2015,8998,Manual,51342,Diesel,0,83.1,1.5,Bmw
5 Series,2019,29042,Semi-Auto,3506,Diesel,145,62.8,2.0,Bmw
2 Series,2019,24054,Semi-Auto,7460,Petrol,145,47.9,2.0,Bmw
1 Series,2019,31000,Semi-Auto,9888,Petrol,145,34.5,2.0,Bmw
2 Series,2019,25500,Automatic,5000,Petrol,145,40.9,1.5,Bmw
5 Series,2020,30995,Semi-Auto,1000,Diesel,145,65.7,2.0,Bmw
5 Series,2019,32995,Automatic,2000,Diesel,145,60.1,2.0,Bmw
2 Series,2017,15995,Manual,30310,Petrol,125,52.3,1.5,Bmw
1 Series,2013,10995,Semi-Auto,43818,Petrol,150,48.7,1.6,Bmw
5 Series,2016,16495,Semi-Auto,40008,Diesel,30,62.8,2.0,Bmw
5 Series,2019,28995,Automatic,13,Petrol,145,50.4,2.0,Bmw
1 Series,2013,8555,Manual,55621,Diesel,30,62.8,2.0,Bmw
5 Series,2017,26495,Semi-Auto,21704,Diesel,145,62.8,2.0,Bmw
2 Series,2017,21995,Semi-Auto,22012,Petrol,200,39.8,3.0,Bmw
1 Series,2015,14995,Manual,24470,Diesel,30,65.7,2.0,Bmw
